Question_ID,Vendor,Source Website,Question URL,Source URL,Question,Official Answer,Official Answer Summary,Official Documentation URL(s),Knowledge Asset Category,Technology Domain,Cloud Platform,Presales Category,Business Capability,Question Intent,Question Type,Question Complexity,Question Length,Number of Technologies Mentioned,Document Type,Publication Date,Tags,Accepted Answer Available?,Accepted Answer URL,Answer Confidence,Estimated RFP Relevance (1-5),Public Knowledge Only?,Enterprise Knowledge Required,Notes,Repository_Label,Predicted Repository
EPK-0496,AWS,aws.amazon.com,https://aws.amazon.com/sagemaker/faqs/,https://aws.amazon.com/sagemaker/faqs/,What existing AWS services can I use within SageMaker?,"SageMaker brings together a comprehensive set of AWS AI and analytics services across SageMaker Unified Studio, SageMaker Data and AI Governance, and an open lakehouse architecture. From SageMaker Unified Studio, you can access capabilities for data processing, SQL analytics, ML, and generative AI application development using existing AWS services. For data processing, services like Athena, AWS Glue, Amazon EMR, and Amazon Managed Workflows for Apache Airflow (Amazon MWAA) analyze, prepare, integrate and orchestrate data for analytics and AI at any scale. For SQL Analytics, Amazon Redshift and Athena provide powerful SQL analytic capabilities on your unified data across the lakehouse. ML capabilities are delivered by SageMaker AI (previously known as SageMaker) for building, training, and deploying ML and FMs. Additionally, you can develop generative AI applications using Amazon Bedrock. SageMaker Data and AI Governance provides end-to-end, built-in governance through a unified data management experience in SageMaker Catalog, built on Amazon DataZone, to securely discover, govern, and collaborate on data and AI. The SageMaker lakehouse architecture is built on multiple catalog services across AWS Glue Data Catalog, AWS Lake Formation, and Amazon Redshift to provide unified data access across Amazon S3 data lakes, Amazon Redshift data warehouses, and third-party and federated data sources. In addition, these services remain available as standalone capabilities through the AWS Management Console, giving you flexibility based on your use cases. We will enhance SageMaker with more services in 2025 to unify experiences across analytics and AI. These include search analytics with Amazon OpenSearch Service, business intelligence with Amazon QuickSight, and streaming with the AWS streaming portfolio of services.","SageMaker brings together a comprehensive set of AWS AI and analytics services across SageMaker Unified Studio, SageMaker Data and AI Governance, and an open lakehouse architecture. From SageMaker Unified Studio, you can access capabilities for data processing, SQL analytics, ML, and generative AI application development using existing AWS services.",https://aws.amazon.com/sagemaker/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Governance Guide,GenAI / AI,AWS,Solution Architecture,AI-enabled business capability,Request presales guidance,Architecture,High,9,10,FAQ,,"architecture, governance, analytics, ai, data",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation
EPK-0128,AWS,aws.amazon.com,https://aws.amazon.com/ecs/faqs/,https://aws.amazon.com/ecs/faqs/,Can I apply additional security configuration and isolation frameworks to my container instances?,"Yes. As an Amazon EC2 customer, you have root access to the operating system (OS) of your container instances. You can take ownership of the OS security settings, as well as configure additional software components for security capabilities such as monitoring, patch management, log management, and host intrusion detection. Using Amazon ECS with AWS Fargate drives high levels of security with the ability to assign granular permissions to each task, giving you a higher degree isolation, network access control, and IAM control when building applications. With AWS Fargate, every task runs in a separate virtual machine (VM), providing more isolation than two tasks sharing the same host. Each task also has its own network interface allowing the security group to be applied to each task, with control over the incoming and outgoing traffic.","Yes. As an Amazon EC2 customer, you have root access to the operating system (OS) of your container instances. You can take ownership of the OS security settings, as well as configure additional software components for security capabilities such as monitoring, patch management, log management, and host intrusion detection.",https://aws.amazon.com/ecs/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Security Guide,Security / Governance,AWS,Solution Architecture,"Risk, compliance and identity control",Request presales guidance,Architecture,High,13,4,FAQ,,"architecture, security, governance, ai, monitoring",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0373,AWS,aws.amazon.com,https://aws.amazon.com/route53/faqs/,https://aws.amazon.com/route53/faqs/,What are Route 53 Resolver endpoints?,Route 53 Resolver endpoint includes one or more elastic network interfaces (ENI) that attach to your Amazon Virtual Private Cloud (VPC). Each ENI is assigned an IP address from the subnet space of the VPC where it is located. This IP address can then serve as a forwarding target for on-premises DNS servers to forward queries. Endpoints are required both for DNS query traffic that you're forwarding from VPCs to your network and from your network to your VPCs over AWS Direct Connect and Managed VPN.,Route 53 Resolver endpoint includes one or more elastic network interfaces (ENI) that attach to your Amazon Virtual Private Cloud (VPC). Each ENI is assigned an IP address from the subnet space of the VPC where it is located.,https://aws.amazon.com/route53/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,FAQ,Networking,AWS,Solution Architecture,Hybrid connectivity and network foundation,Understand capability / terminology,Architecture,High,6,4,FAQ,,"architecture, networking",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0386,AWS,aws.amazon.com,https://aws.amazon.com/transit-gateway/faqs/,https://aws.amazon.com/transit-gateway/faqs/,Which AWS partners are supporting AWS Transit Gateway Network Manager?,AWS Transit Gateway Network Manager is supported by a number of leading SD-WAN partners. Please visit the Partners page for more information. Their integration of Network Manager into their SD-WAN solutions enables you to automate the branch-cloud connectivity and provides end-to-end monitoring of the global network from a single dashboard.,AWS Transit Gateway Network Manager is supported by a number of leading SD-WAN partners. Please visit the Partners page for more information. Their integration of Network Manager into their SD-WAN solutions enables you to automate the branch-cloud connectivity and provides end-to-end monitoring of the global network from a single dashboard.,https://aws.amazon.com/transit-gateway/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Operations Guide,Networking,AWS,Solution Architecture,Hybrid connectivity and network foundation,Evaluate options / fit,Architecture,Medium,10,2,FAQ,,"architecture, networking, monitoring",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0438,AWS,aws.amazon.com,https://aws.amazon.com/privatelink/faqs/,https://aws.amazon.com/privatelink/faqs/,"Since VPC endpoints have their own DNS names, do I need to update my code to start using VPC endpoints?","If you are using the latest version of AWS CLI/SDK, you do not need to update your code. The CLI/SDK will automatically discover your VPC endpoints and use them by default. If you are using old version CLI/SDKs, you will need to specify the DNS name as the endpoint parameter in the CLI/SDK. If you need to specify the endpoint, you can discover the DNS name by querying the EC2 metadata service.","If you are using the latest version of AWS CLI/SDK, you do not need to update your code. The CLI/SDK will automatically discover your VPC endpoints and use them by default. If you are using old version CLI/SDKs, you will need to specify the DNS name as the endpoint parameter in the CLI/SDK.",https://aws.amazon.com/privatelink/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,FAQ,Networking,AWS,Solution Architecture,Hybrid connectivity and network foundation,Request presales guidance,Architecture,Medium,20,3,FAQ,,"architecture, networking, data",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation
EPK-0645,AWS,aws.amazon.com,https://aws.amazon.com/route53/faqs/,https://aws.amazon.com/route53/faqs/,Can I use AWS CloudTrail logs to roll back changes to my hosted zones?,"No. We recommend that you do not use CloudTrail logs to roll back changes to your hosted zones, because reconstruction of your zone change history using your CloudTrail logs may be incomplete. Your AWS CloudTrail logs can be used for the purposes of security analysis, resource change tracking, and compliance auditing.","No. We recommend that you do not use CloudTrail logs to roll back changes to your hosted zones, because reconstruction of your zone change history using your CloudTrail logs may be incomplete. Your AWS CloudTrail logs can be used for the purposes of security analysis, resource change tracking, and compliance auditing.",https://aws.amazon.com/route53/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Security Guide,Security / Governance,AWS,Security & Compliance,"Risk, compliance and identity control",Request presales guidance,Best Practice,High,14,2,FAQ,,"security, governance, ai, compliance",,,High,5,Partially,Public Documentation | Governance Framework | Risk Register | SME,"Public guidance covers product capabilities, but enterprise response requires controls mapping, data classification, risk acceptance and governance patterns.",3,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0461,AWS,aws.amazon.com,https://aws.amazon.com/network-firewall/faqs/,https://aws.amazon.com/network-firewall/faqs/,What is the expected performance of AWS Network Firewall with multiple endpoints?,"AWS Network Firewall automatically scales up to 100 Gbps bandwidth per AZ. The 100 Gbps bandwidth is shared across all associated VPC endpoints, so customers should consider total anticipated traffic volume when planning their deployment. Performance may be impacted if a single endpoint is oversubscribed. We recommend that customers conduct their own testing using their rules to ensure the service meets their performance expectations.","AWS Network Firewall automatically scales up to 100 Gbps bandwidth per AZ. The 100 Gbps bandwidth is shared across all associated VPC endpoints, so customers should consider total anticipated traffic volume when planning their deployment. Performance may be impacted if a single endpoint is oversubscribed.",https://aws.amazon.com/network-firewall/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Security Guide,Security / Governance,AWS,Solution Architecture,"Risk, compliance and identity control",Understand capability / terminology,Best Practice,High,12,3,FAQ,,"architecture, security, governance",,,High,5,Yes,Public Documentation,"The question asks for a documented fact, service capability, availability, or definition that can be answered using official public documentation.",0,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0678,AWS,aws.amazon.com,https://aws.amazon.com/rds/faqs/,https://aws.amazon.com/rds/faqs/,When should I use Amazon RDS zero-ETL integration with Amazon Redshift?,"You should use the Amazon RDS zero-ETL integration with Amazon Redshift when you want to remove the need to build and manage complex data pipelines. Once the data is in the lakehouse in Amazon SageMaker or Amazon Redshift, you have access to analytics and machine learning (ML) capabilities on your transactional data.","You should use the Amazon RDS zero-ETL integration with Amazon Redshift when you want to remove the need to build and manage complex data pipelines. Once the data is in the lakehouse in Amazon SageMaker or Amazon Redshift, you have access to analytics and machine learning (ML) capabilities on your transactional data.",https://aws.amazon.com/rds/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,FAQ,GenAI / AI,AWS,Data Platform,AI-enabled business capability,Determine timing / applicability,Best Practice,High,11,4,FAQ,,"analytics, ai, data",,,High,4,Partially,Public Documentation | Governance Framework | Risk Register | SME,"Public guidance covers product capabilities, but enterprise response requires controls mapping, data classification, risk acceptance and governance patterns.",3,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0134,AWS,aws.amazon.com,https://aws.amazon.com/cloudfront/faqs/,https://aws.amazon.com/cloudfront/faqs/,How should I secure my origins with CloudFront?,"CloudFront offers two fully managed ways to protect your origins: Origin Access Control (OAC): CloudFront Origin Access Control (OAC) is a security feature that restricts access to your Amazon Simple Storage Service (S3) Origins, AWS Elemental Origins, and Lambda Function URLs, ensuring that only CloudFront can access the content. VPC origins: CloudFront Virtual Private Cloud (VPC) origins allows you to use Amazon CloudFront to deliver content from applications hosted in a VPC private subnet. You can use Application Load Balancers (ALB) , Network Load Balancers (NLB) , and EC2 Instances in private subnets as VPC origins with CloudFront If CloudFront managed solutions don’t meet your use-case requirements, below are some of the alternative approaches available: Custom Origin Headers: With CloudFront, you can append custom headers to your incoming requests and then configure your origin to validate these specific header values, effectively limiting access to only those requests routed through CloudFront. This method creates an additional layer of authentication, significantly reducing the risk of unauthorized direct access to your origin. IP Allowlisting: You can configure your origin's security group or firewall to exclusively permit incoming traffic from CloudFront's IP ranges. AWS maintains and regularly updates these IP ranges for your convenience. For detailed information on implementing IP allowlisting, please consult our comprehensive documentation at: https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/LocationsOfEdgeServers.html#managed-prefix-list . This resource provides step-by-step guidance on leveraging AWS's managed prefix lists for optimal security configuration. SSL/TLS Encryption: You can configure CloudFront to exclusively use HTTPS connections with your origin to achieve end-to-end data protection through encrypted communication between your CloudFront distribution and your origin.","CloudFront offers two fully managed ways to protect your origins: Origin Access Control (OAC): CloudFront Origin Access Control (OAC) is a security feature that restricts access to your Amazon Simple Storage Service (S3) Origins, AWS Elemental Origins, and Lambda Function URLs, ensuring that only CloudFront can access the content.",https://aws.amazon.com/cloudfront/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Security Guide,Security / Governance,AWS,Solution Architecture,"Risk, compliance and identity control",Evaluate options / fit,Best Practice,High,8,6,FAQ,,"architecture, security, governance, ai, data",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation
EPK-0239,AWS,aws.amazon.com,https://aws.amazon.com/efs/faq/,https://aws.amazon.com/efs/faq/,What is the recommended best practice when moving file data to and from on-premises servers?,"Because of the propagation delay tied to data traveling over long distances, the network latency of the network connection between your on-premises datacenter and your Amazon VPC can be tens of milliseconds. If your file operations are serialized, the latency of the network connection directly impacts your read and write throughput; in essence, the volume of data you can read or write during a period of time is bounded by the amount of time it takes for each read and write operation to complete. To maximize your throughput, parallelize your file operations so that multiple reads and writes are processed by Amazon EFS concurrently. Standard tools like GNU parallel help you to parallelize the copying of file data. For more information, see the online documentation .","Because of the propagation delay tied to data traveling over long distances, the network latency of the network connection between your on-premises datacenter and your Amazon VPC can be tens of milliseconds.",https://aws.amazon.com/efs/faq/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Operations Guide,Networking,AWS,Solution Architecture,Hybrid connectivity and network foundation,Understand capability / terminology,Best Practice,Medium,15,3,FAQ,,"architecture, networking, data",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0432,AWS,aws.amazon.com,https://aws.amazon.com/bedrock/faqs/,https://aws.amazon.com/bedrock/faqs/,When should I use Amazon Bedrock's capabilities in Amazon SageMaker Unified Studio?,"Amazon Bedrock's capabilities in Amazon SageMaker Unified Studio are ideal for enterprise teams who need a governed environment for collaboratively building and deploying generative AI applications. Through Amazon SageMaker Unified Studio, teams can access: The Generative AI Playground in the Discover section enables teams to experiment with foundation models (FMs), test different models and configurations, compare model outputs, and collaborate on prompts and applications. This environment provides a seamless way for teams to evaluate and understand the capabilities of different models before implementing them in their applications. The Generative AI App Development in the Build section provides teams with the tools needed to create production-ready generative AI applications. Teams can create and manage Knowledge Bases, implement Guardrails for responsible AI, develop Agents and Flows, and collaborate securely while maintaining governance and compliance controls. This environment is particularly valuable for organizations that require secure collaboration and seamless access to Amazon Bedrock's full range of capabilities while maintaining enterprise security and compliance standards.",Amazon Bedrock's capabilities in Amazon SageMaker Unified Studio are ideal for enterprise teams who need a governed environment for collaboratively building and deploying generative AI applications.,https://aws.amazon.com/bedrock/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,FAQ,GenAI / AI,AWS,Security & Compliance,AI-enabled business capability,Determine timing / applicability,Best Practice,High,12,3,FAQ,,"security, governance, ai, compliance",,,High,5,Partially,Public Documentation | Governance Framework | Risk Register | SME,"Public guidance covers product capabilities, but enterprise response requires controls mapping, data classification, risk acceptance and governance patterns.",3,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0046,AWS,aws.amazon.com,https://aws.amazon.com/directconnect/faqs/,https://aws.amazon.com/directconnect/faqs/,I received a notice that Direct Connect is performing maintenance at a time that impacts our business. How do I prepare for maintenance on my Direct Connect connection?,"When a Direct Connect connection is down for maintenance, that connection can be down from a few minutes to a few hours. To prepare for this downtime, take one of the following actions: Request a redundant Direct Connect connection. Configure a AWS Site-to-Site VPN (virtual private network) connection as a backup. It's a best practice to shift your traffic to another circuit during Direct Connect maintenance. To prevent any production traffic disruption, use one of the preceding options before the scheduled maintenance period. You can also use the AWS Direct Connect Resiliency Toolkit to perform scheduled failover tests and verify the resiliency of your connections.","When a Direct Connect connection is down for maintenance, that connection can be down from a few minutes to a few hours. To prepare for this downtime, take one of the following actions: Request a redundant Direct Connect connection. Configure a AWS Site-to-Site VPN (virtual private network) connection as a backup.",https://aws.amazon.com/directconnect/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Operations Guide,Networking,AWS,Solution Architecture,Hybrid connectivity and network foundation,Request presales guidance,Best Practice,High,28,3,FAQ,,"architecture, networking, backup, ai",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0734,AWS,aws.amazon.com,https://aws.amazon.com/organizations/faqs/,https://aws.amazon.com/organizations/faqs/,What is AWS Control Tower and who should use this service?,"AWS Control Tower helps you create and manage a multi-account AWS environment with built-in best practices. Built on AWS Organizations, it automatically sets up account structures and implements preventive guardrails using SCPs and RCPs. Whether you're new to AWS, starting a cloud initiative, or managing existing accounts, AWS Control Tower provides automated governance while maintaining agility. You can enhance baseline guardrails with custom AWS Organizations policies for centralized control across accounts via services integrated with AWS Organizations. AWS Control Tower combines automated setup, prescriptive guidance, and flexible controls to simplify multi-account management at any stage of cloud adoption.","AWS Control Tower helps you create and manage a multi-account AWS environment with built-in best practices. Built on AWS Organizations, it automatically sets up account structures and implements preventive guardrails using SCPs and RCPs.",https://aws.amazon.com/organizations/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Landing Zone,Cloud Architecture,AWS,Governance & Operating Model,Cloud foundation and workload architecture,Understand capability / terminology,Best Practice,Medium,11,3,FAQ,,"architecture, governance, ai",,,High,5,Yes,Public Documentation,"The question asks for a documented fact, service capability, availability, or definition that can be answered using official public documentation.",0,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0832,IBM,cloud.ibm.com,https://cloud.ibm.com/docs/wanclouds-vpc-plus?topic=wanclouds-vpc-plus-wanclouds-vpc-plus-faqs#my-faq-disruption,https://cloud.ibm.com/docs/wanclouds-vpc-plus?topic=wanclouds-vpc-plus-wanclouds-vpc-plus-faqs,Will there be any business disruption during the migration process?,"Because your virtual server instances are restarted when VPC+ Cloud Migration takes a snapshot of your image, you might have a business disruption if you do not plan for it. You should have a dedicated migration window set to complete your migration.","Because your virtual server instances are restarted when VPC+ Cloud Migration takes a snapshot of your image, you might have a business disruption if you do not plan for it. You should have a dedicated migration window set to complete your migration.",https://cloud.ibm.com/docs/faqs,Migration Guide,Networking,IBM Cloud,Migration Assessment,Hybrid connectivity and network foundation,Request presales guidance,Best Practice,Low,10,1,FAQ,,"migration, networking",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Architecture Blueprint | Methodology | SME
