Question_ID,Vendor,Source Website,Question URL,Source URL,Question,Official Answer,Official Answer Summary,Official Documentation URL(s),Knowledge Asset Category,Technology Domain,Cloud Platform,Presales Category,Business Capability,Question Intent,Question Type,Question Complexity,Question Length,Number of Technologies Mentioned,Document Type,Publication Date,Tags,Accepted Answer Available?,Accepted Answer URL,Answer Confidence,Estimated RFP Relevance (1-5),Public Knowledge Only?,Enterprise Knowledge Required,Notes,Repository_Label,Knowledge_Gap_Category
EPK-0808,AWS,aws.amazon.com,https://aws.amazon.com/security-hub/faqs/,https://aws.amazon.com/security-hub/faqs/,Can I use both Security Hub and Security Hub CSPM simultaneously in my account?,"Yes, you can use both Security Hub and Security Hub CSPM simultaneously. The enhanced Security Hub is a unified cloud security solution that includes core services (Security Hub CSPM and Amazon Inspector) and integrates with additional services (Amazon GuardDuty and Amazon Macie) to help you protect your cloud environment. While you can choose which services to enable, we recommend using the complete unified solution to help you prioritize and respond to your critical security issues at scale through automated correlation and enhanced context across security signals.","Yes, you can use both Security Hub and Security Hub CSPM simultaneously. The enhanced Security Hub is a unified cloud security solution that includes core services (Security Hub CSPM and Amazon Inspector) and integrates with additional services (Amazon GuardDuty and Amazon Macie) to help you protect your cloud environment.",https://aws.amazon.com/security-hub/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Security Guide,Security / Governance,AWS,Security & Compliance,"Risk, compliance and identity control",Request presales guidance,Best Practice,High,14,2,FAQ,,"security, governance, compliance",,,High,5,Partially,Public Documentation | Governance Framework | Risk Register | SME,"Public guidance covers product capabilities, but enterprise response requires controls mapping, data classification, risk acceptance and governance patterns.",3,Public Documentation | Governance Framework | Risk Register | SME
EPK-0809,AWS,aws.amazon.com,https://aws.amazon.com/security-hub/faqs/,https://aws.amazon.com/security-hub/faqs/,Is Security Hub a regional or global service?,"Security Hub is a regional service, but supports cross-Region aggregation of findings via designation of an aggregator Region . Customers must enable Security Hub in each Region to view findings for that Region.","Security Hub is a regional service, but supports cross-Region aggregation of findings via designation of an aggregator Region . Customers must enable Security Hub in each Region to view findings for that Region.",https://aws.amazon.com/security-hub/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Security Guide,Security / Governance,AWS,Solution Architecture,"Risk, compliance and identity control",Request presales guidance,Architecture,High,8,1,FAQ,,"architecture, security, governance",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0810,AWS,aws.amazon.com,https://aws.amazon.com/security-hub/faqs/,https://aws.amazon.com/security-hub/faqs/,Do I need to have AWS Config enabled if I use Security Hub?,"The enhanced Security Hub does not require AWS Config. However, Security Hub CSPM, which is a core capability of Security Hub, requires that you enable AWS Config in your account and configure it to record resource configuration changes. AWS Config needs to track these configuration changes to identify potential misconfigurations in your resources.","The enhanced Security Hub does not require AWS Config. However, Security Hub CSPM, which is a core capability of Security Hub, requires that you enable AWS Config in your account and configure it to record resource configuration changes. AWS Config needs to track these configuration changes to identify potential misconfigurations in your resources.",https://aws.amazon.com/security-hub/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Security Guide,Security / Governance,AWS,Security & Compliance,"Risk, compliance and identity control",Request presales guidance,Governance / Security,High,13,3,FAQ,,"security, governance, compliance",,,High,5,Partially,Public Documentation | Governance Framework | Risk Register | SME,"Public guidance covers product capabilities, but enterprise response requires controls mapping, data classification, risk acceptance and governance patterns.",3,Public Documentation | Governance Framework | Risk Register | SME
EPK-0811,AWS,aws.amazon.com,https://aws.amazon.com/security-hub/faqs/,https://aws.amazon.com/security-hub/faqs/,"Will Security Hub replace the consoles of our other security services, such as GuardDuty, Amazon Inspector, or Macie?","No, Security Hub complements other AWS security services by providing a unified view and advanced correlation capabilities. While Security Hub correlates and enriches findings from services like Amazon GuardDuty, Amazon Inspector, and Amazon Macie, you may still need to use individual service consoles for specific configurations or detailed investigations. Security Hub provides a unified security solution with enhanced analytics and automated response capabilities across your entire cloud environment.","No, Security Hub complements other AWS security services by providing a unified view and advanced correlation capabilities. While Security Hub correlates and enriches findings from services like Amazon GuardDuty, Amazon Inspector, and Amazon Macie, you may still need to use individual service consoles for specific configurations or detailed investigations.",https://aws.amazon.com/security-hub/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Security Guide,Analytics / Data Platform,AWS,Security & Compliance,Enterprise data and analytics,Request presales guidance,Governance / Security,High,18,3,FAQ,,"security, analytics, ai, compliance, data",,,High,5,Partially,Public Documentation | Governance Framework | Risk Register | SME,"Public guidance covers product capabilities, but enterprise response requires controls mapping, data classification, risk acceptance and governance patterns.",3,Public Documentation | Governance Framework | Risk Register | SME
EPK-0812,AWS,aws.amazon.com,https://aws.amazon.com/security-hub/faqs/,https://aws.amazon.com/security-hub/faqs/,How can Security Hub prioritize the security data that I need the most?,"Security Hub prioritizes your critical security issues and helps you respond at scale by automatically correlating and enriching security signals from multiple sources, such as threat detection and vulnerability management. Through this correlation, Security Hub surfaces and prioritizes active risks in your cloud environment, transforming complex security signals into actionable insights through intuitive visualizations and natural language summaries. This allows you to make more informed security decisions quickly while using automated response workflows to streamline remediation at scale. You can reduce security risks, improve your team's productivity, and minimize potential operational disruptions while maintaining comprehensive visibility into your security posture to protect your cloud environment.","Security Hub prioritizes your critical security issues and helps you respond at scale by automatically correlating and enriching security signals from multiple sources, such as threat detection and vulnerability management.",https://aws.amazon.com/security-hub/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Security Guide,Security / Governance,AWS,Security & Compliance,"Risk, compliance and identity control",Determine implementation approach,Governance / Security,High,13,1,FAQ,,"security, governance, ai, compliance, data",,,High,5,Partially,Public Documentation | Governance Framework | Risk Register | SME,"Public guidance covers product capabilities, but enterprise response requires controls mapping, data classification, risk acceptance and governance patterns.",3,Public Documentation | Governance Framework | Risk Register | SME
EPK-0813,AWS,aws.amazon.com,https://aws.amazon.com/security-hub/faqs/,https://aws.amazon.com/security-hub/faqs/,How does Security Hub help identify potential attack paths?,"Security Hub helps you visualize how vulnerabilities and misconfigurations might be chained together to create potential attack paths to critical resources. Through automated correlation of security signals, Security Hub identifies these potential paths, helping you understand which critical resources could be impacted and the scope of potential exposure. This insight enables you to prioritize remediation efforts and help protect your critical resources before risks can be exploited.","Security Hub helps you visualize how vulnerabilities and misconfigurations might be chained together to create potential attack paths to critical resources. Through automated correlation of security signals, Security Hub identifies these potential paths, helping you understand which critical resources could be impacted and the scope of potential exposure.",https://aws.amazon.com/security-hub/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Security Guide,Security / Governance,AWS,Security & Compliance,"Risk, compliance and identity control",Determine implementation approach,Governance / Security,High,9,1,FAQ,,"security, governance, ai, compliance",,,High,5,Partially,Public Documentation | Governance Framework | Risk Register | SME,"Public guidance covers product capabilities, but enterprise response requires controls mapping, data classification, risk acceptance and governance patterns.",3,Public Documentation | Governance Framework | Risk Register | SME
EPK-0814,AWS,aws.amazon.com,https://aws.amazon.com/security-hub/faqs/,https://aws.amazon.com/security-hub/faqs/,How does Security Hub help with security-focused resource inventory?,"Security Hub provides a unified view of your AWS resources that combines security posture, configuration details, and application context. You can identify internet-reachable assets and their associated security findings through a single consolidated view. This helps you prioritize your critical security issues and respond at scale by enabling streamlined security analysis across your resource types.","Security Hub provides a unified view of your AWS resources that combines security posture, configuration details, and application context. You can identify internet-reachable assets and their associated security findings through a single consolidated view. This helps you prioritize your critical security issues and respond at scale by enabling streamlined security analysis across your resource types.",https://aws.amazon.com/security-hub/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Security Guide,Security / Governance,AWS,Security & Compliance,"Risk, compliance and identity control",Determine implementation approach,Governance / Security,High,9,2,FAQ,,"security, governance, ai, compliance",,,High,5,Partially,Public Documentation | Governance Framework | Risk Register | SME,"Public guidance covers product capabilities, but enterprise response requires controls mapping, data classification, risk acceptance and governance patterns.",3,Public Documentation | Governance Framework | Risk Register | SME
EPK-0815,AWS,aws.amazon.com,https://aws.amazon.com/security-hub/faqs/,https://aws.amazon.com/security-hub/faqs/,What trends and analysis capabilities does Security Hub provide?,"Security Hub provides trend analysis through exposure summaries and threat trends that help you understand security patterns over time. The unified dashboard includes customizable widgets that display risk-based prioritization views, attack path visualization, and trend analytics. These capabilities enable you to track how your security posture evolves and identify emerging threats or recurring issues in your environment.","Security Hub provides trend analysis through exposure summaries and threat trends that help you understand security patterns over time. The unified dashboard includes customizable widgets that display risk-based prioritization views, attack path visualization, and trend analytics.",https://aws.amazon.com/security-hub/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Security Guide,Analytics / Data Platform,AWS,Security & Compliance,Enterprise data and analytics,Request presales guidance,Governance / Security,High,9,1,FAQ,,"security, analytics, compliance, data",,,High,5,Partially,Public Documentation | Governance Framework | Risk Register | SME,"Public guidance covers product capabilities, but enterprise response requires controls mapping, data classification, risk acceptance and governance patterns.",3,Public Documentation | Governance Framework | Risk Register | SME
EPK-0816,AWS,aws.amazon.com,https://aws.amazon.com/security-hub/faqs/,https://aws.amazon.com/security-hub/faqs/,How does Security Hub streamline response workflows?,"Security Hub helps you respond to critical security issues at scale through automated workflows and integration with existing ticketing systems. By transforming security signals into actionable insights and providing automated response capabilities, Security Hub helps you reduce security risks while improving team productivity and minimizing operational disruptions.","Security Hub helps you respond to critical security issues at scale through automated workflows and integration with existing ticketing systems. By transforming security signals into actionable insights and providing automated response capabilities, Security Hub helps you reduce security risks while improving team productivity and minimizing operational disruptions.",https://aws.amazon.com/security-hub/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Security Guide,Security / Governance,AWS,Security & Compliance,"Risk, compliance and identity control",Determine implementation approach,Governance / Security,High,7,1,FAQ,,"security, governance, compliance",,,High,5,Partially,Public Documentation | Governance Framework | Risk Register | SME,"Public guidance covers product capabilities, but enterprise response requires controls mapping, data classification, risk acceptance and governance patterns.",3,Public Documentation | Governance Framework | Risk Register | SME
EPK-0817,AWS,aws.amazon.com,https://aws.amazon.com/security-hub/faqs/,https://aws.amazon.com/security-hub/faqs/,How can Security Hub integrate with my existing security operations and remediation processes?,"Security Hub accelerates response by providing automated workflows and integration with existing ticketing systems, helping you efficiently address security issues. It leverages the standardized Open Cybersecurity Schema Framework (OCSF) format, enabling seamless integration with your existing security tools, including SIEM, SOAR, and ticketing systems. You can set up automated response actions or trigger alerts in your preferred communication channels. This integration helps you efficiently address security issues, reducing response times and minimizing manual effort in your security operations.","Security Hub accelerates response by providing automated workflows and integration with existing ticketing systems, helping you efficiently address security issues. It leverages the standardized Open Cybersecurity Schema Framework (OCSF) format, enabling seamless integration with your existing security tools, including SIEM, SOAR, and ticketing systems.",https://aws.amazon.com/security-hub/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Security Guide,Security / Governance,AWS,Security & Compliance,"Risk, compliance and identity control",Determine implementation approach,Governance / Security,High,13,1,FAQ,,"security, governance, compliance",,,High,5,Partially,Public Documentation | Governance Framework | Risk Register | SME,"Public guidance covers product capabilities, but enterprise response requires controls mapping, data classification, risk acceptance and governance patterns.",3,Public Documentation | Governance Framework | Risk Register | SME
EPK-0818,AWS,aws.amazon.com,https://aws.amazon.com/security-hub/faqs/,https://aws.amazon.com/security-hub/faqs/,Can I have two different Delegated Administrator accounts for Security Hub and Security Hub CSPM?,"The ability to have different Delegated Administrators in Security Hub depends on your current configuration. Here are the different scenarios: If Security Hub CSPM has defined the Delegated Administrator account as the organization management account then Security Hub can set the Delegated Administrator account to an account of your choosing. If Security Hub CSPM does not have a Delegated Administrator account defined then Security Hub can set the Delegated Administrator to an account of your choosing. If Security Hub CSPM has defined the Delegated Administrator account as an account other than the organization management account then Security Hub will automatically set the Delegated Administrator account to the same account as Security Hub CSPM. Any changes to the Delegated Administrator account for either service will apply to both services. To maintain consistent governance and least-privileged access control, we recommend using the same Delegated Administrator for all security capabilities including Security Hub, Security Hub CSPM, GuardDuty, Amazon Inspector, and Macie.",The ability to have different Delegated Administrators in Security Hub depends on your current configuration. Here are the different scenarios: If Security Hub CSPM has defined the Delegated Administrator account as the organization management account then Security Hub can set the Delegated Administrator account to an account of your choosing.,https://aws.amazon.com/security-hub/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Security Guide,Security / Governance,AWS,Security & Compliance,"Risk, compliance and identity control",Request presales guidance,Best Practice,High,15,2,FAQ,,"security, governance, ai, compliance",,,High,5,Partially,Public Documentation | Governance Framework | Risk Register | SME,"Public guidance covers product capabilities, but enterprise response requires controls mapping, data classification, risk acceptance and governance patterns.",3,Public Documentation | Governance Framework | Risk Register | SME
EPK-0819,AWS,aws.amazon.com,https://aws.amazon.com/security-hub/faqs/,https://aws.amazon.com/security-hub/faqs/,"If I create automation rules in Security Hub CSPM, will they automatically be applied to Security Hub or vice-versa?","When using Security Hub and Security Hub CSPM together, it is recommended that you migrate any automation rules in CSPM to Security Hub when the rule applies to finding sources that are also present in Security Hub. This ensures that there is visibility in Security Hub to the final finding state and also ensures there is no conflicting use of rules for the same finding type in CSPM and Security Hub.","When using Security Hub and Security Hub CSPM together, it is recommended that you migrate any automation rules in CSPM to Security Hub when the rule applies to finding sources that are also present in Security Hub.",https://aws.amazon.com/security-hub/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Migration Guide,Security / Governance,AWS,Migration Assessment,"Risk, compliance and identity control",Request presales guidance,Best Practice,High,19,1,FAQ,,"migration, security, governance",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0820,AWS,aws.amazon.com,https://aws.amazon.com/security-hub/faqs/,https://aws.amazon.com/security-hub/faqs/,How do I enable Security Hub CSPM?,"When you open the Security Hub CSPM console for the first time, simply choose Get Started, and then choose Enable. Security Hub CSPM uses a service-linked role that includes the permissions and trust policy that it requires to detect and aggregate findings, and to configure the requisite AWS Config infrastructure needed to run security checks. Many Security Hub CSPM controls require AWS Config to be activated in order to run security checks in an account.","When you open the Security Hub CSPM console for the first time, simply choose Get Started, and then choose Enable. Security Hub CSPM uses a service-linked role that includes the permissions and trust policy that it requires to detect and aggregate findings, and to configure the requisite AWS Config infrastructure needed to run security checks.",https://aws.amazon.com/security-hub/faqs/ | https://aws.amazon.com/?nc2=h_home | https://aws.amazon.com/contact-us/?nc2=h_ut_cu | https://aws.amazon.com/marketplace?nc2=h_utmp | https://console.aws.amazon.com/console/home/?nc2=h_si&src=header-signin,Security Guide,Security / Governance,AWS,Security & Compliance,"Risk, compliance and identity control",Determine implementation approach,Governance / Security,High,7,3,FAQ,,"security, governance, compliance",,,High,5,Partially,Public Documentation | Governance Framework | Risk Register | SME,"Public guidance covers product capabilities, but enterprise response requires controls mapping, data classification, risk acceptance and governance patterns.",3,Public Documentation | Governance Framework | Risk Register | SME
EPK-0821,Cisco,www.cisco.com,https://www.cisco.com/site/us/en/learn/topics/security/what-is-zero-trust.html,https://www.cisco.com/site/us/en/learn/topics/security/what-is-zero-trust.html,Why should you implement a zero trust security model?,"Zero trust adoption increases security resilience for organizations in every industry. As zero trust maturity rises, it is easier to achieve security outcomes such as securing user access to applications with multi-factor authentication (MFA) and security service edge (SSE). This results in improving user experience, protecting on-premises networks with segmentation and cloud apps with micro-segmentation, and enhancing threat detection.","Zero trust adoption increases security resilience for organizations in every industry. As zero trust maturity rises, it is easier to achieve security outcomes such as securing user access to applications with multi-factor authentication (MFA) and security service edge (SSE).",https://www.cisco.com/site/us/en/learn/topics/security/what-is-zero-trust.html | https://www.cisco.com | https://www.cisco.com/site/us/en/products/trials-demos.html?linkclickid=hdr-mainnav-trialsdemos | https://www.cisco.com/site/us/en/buy/index.html?linkclickid=hdr-utilnav-howtobuy | https://www.cisco.com/content/cdc/login.html?referer=,Security Guide,GenAI / AI,Cisco / Hybrid Network,Solution Architecture,AI-enabled business capability,Assess business rationale,Best Practice,High,9,3,Security Guide,,"architecture, security, ai",,,Medium,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0822,Snowflake,www.snowflake.com,https://www.snowflake.com/en/developers/guides/ai-data-governance-lens/,https://www.snowflake.com/en/developers/guides/ai-data-governance-lens/,Why This Lens Exists,"Organizations face escalating financial and regulatory consequences when sensitive data is mishandled. At the same time, AI and machine learning workloads expand the attack surface: sensitive data enters pipelines at multiple stages, models become exfiltration targets, and agentic AI introduces new identity and authorization challenges not seen in traditional workloads. The five core WAF pillars (Security & Governance, Operational Excellence, Reliability, Performance, Cost Optimization) provide universal guidance, but AI and data governance require more specific controls. The seven-stage ML pipeline (Source Data Sets → Enrichment → Model Development → Model Registry → Model Deployment → Auditing & Monitoring → Update/Retire) introduces distinct risks at each phase — including unclassified training data, data poisoning, model exfiltration, prompt injection, and cost harvesting. Agentic AI systems such as Snowflake CoWork must ensure every session inherits — and is strictly limited by — the user's existing identity, roles, and data access policies. These requirements demand prescriptive guidance. Regulatory pressure adds urgency. The EU AI Act defines four risk tiers, with significant obligations for High-Risk systems. The NIST AI RMF outlines four functions: Map, Measure, Manage, and Govern. GDPR Articles 25, 32, and 15–20 map directly to Snowflake controls, from data protection by design to the right to be forgotten. ISO/IEC 42001 requires documented AI risk management processes. Together, these frameworks require organizations to demonstrate — across the data and AI stack — that sensitive data is detected, classified, protected, audited, and disposable on demand.","Organizations face escalating financial and regulatory consequences when sensitive data is mishandled. At the same time, AI and machine learning workloads expand the attack surface: sensitive data enters pipelines at multiple stages, models become exfiltration targets, and agentic AI introduces new identity and authorization challenges not seen in traditional workloads.",https://www.snowflake.com/en/developers/guides/ai-data-governance-lens/ | https://www.snowflake.com/en/world-tour/ | https://www.snowflake.com/content/snowflake-site/global/en/ | https://www.snowflake.com/en/pricing-options/ | https://www.snowflake.com/ja/,Security Guide,GenAI / AI,Snowflake,Solution Architecture,AI-enabled business capability,Assess business rationale,Commercial / Pricing,High,4,4,Security Guide,,"architecture, security, governance, identity, cost, ai, monitoring, data",,,Medium,5,Partially,Public Documentation | Commercial Model | Pricing Template | SME,"Public documentation explains pricing constructs, but an RFP answer needs sizing, discounts, contractual assumptions and client-specific consumption estimates.",2,Public Documentation | Commercial Model | Pricing Template | SME
EPK-0823,Cisco,www.cisco.com,https://www.cisco.com/c/en/us/td/docs/security/firepower/migration-tool/migration-guide-firewall-migration-tool-on-cdo/migrating-firewalls-with-the-firewall-migration-tool-in-cisco-defense-orchestrator/m-migrating-firewalls-with-the-cloud-firewall-migration-tool.html#ariaid-title2,https://www.cisco.com/c/en/us/td/docs/security/firepower/migration-tool/migration-guide-firewall-migration-tool-on-cdo/migrating-firewalls-with-the-firewall-migration-tool-in-cisco-defense-orchestrator/m-migrating-firewalls-with-the-cloud-firewall-migration-tool.html,Is This Guide for You?,"This guide is for you if you use Security Cloud Control to manage your Secure Firewall ASA devices and FDM-managed threat defense devices or you use third-party firewalls such as Palo Alto Networks, Check Point, and Fortinet firewalls and you want to move into the Cisco Secure Firewall Threat Defense. You can migrate all your existing firewall configurations to a threat defense device managed by your cloud-delivered Firewall Management Center using the Secure Firewall migration tool in Security Cloud Control . This document describes what you need to do to migrate your configurations.","This guide is for you if you use Security Cloud Control to manage your Secure Firewall ASA devices and FDM-managed threat defense devices or you use third-party firewalls such as Palo Alto Networks, Check Point, and Fortinet firewalls and you want to move into the Cisco Secure Firewall Threat Defense.",https://www.cisco.com/c/en/us/td/docs/security/firepower/migration-tool/migration-guide-firewall-migration-tool-on-cdo/migrating-firewalls-with-the-firewall-migration-tool-in-cisco-defense-orchestrator/m-migrating-firewalls-with-the-cloud-firewall-migration-tool.html | https://www.cisco.com/site/us/en/index.html | https://www.cisco.com/site/us/en/products/index.html | https://www.cisco.com/site/us/en/solutions/index.html | https://www.cisco.com/c/en/us/support/index.html,Migration Guide,Security / Governance,Cisco / Hybrid Network,Migration Assessment,"Risk, compliance and identity control",Request presales guidance,Architecture,High,5,1,Migration Guide,,"migration, security, governance",,,Medium,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0824,Google Cloud,cloud.google.com,https://cloud.google.com/learn/cloud-migration,https://cloud.google.com/learn/cloud-migration,What is cloud migration?,"Cloud migration is the process of moving applications, databases, data storage, along with related networking and security, infrastructure to a cloud computing environment. This often involves moving these “IT workloads” from on-premises servers to a public cloud, but it can also include moving data and applications from one cloud provider to another. A specific type of cloud migration is a virtual machine migration in cloud computing, which is the process of moving a virtual machine (VM) from one server or environment (like an on-premises data center) to a cloud VM. Once migrated, systems might remain as is or go through ongoing optimization and modernization. A cloud migration can also work in reverse, moving data from a cloud provider back to on-premises servers.","Cloud migration is the process of moving applications, databases, data storage, along with related networking and security, infrastructure to a cloud computing environment. This often involves moving these “IT workloads” from on-premises servers to a public cloud, but it can also include moving data and applications from one cloud provider to another.",https://cloud.google.com/discover | https://cloud.google.com/solutions/data-center-migration | https://cloud.google.com/learn/what-is-a-virtual-machine | https://console.cloud.google.com/freetrial | https://cloud.google.com/resources/content/cloud-migration-checklist,Migration Guide,Security / Governance,Google Cloud,Migration Assessment,"Risk, compliance and identity control",Understand capability / terminology,Architecture,High,4,0,Migration Guide,,"migration, security, governance, networking, ai, data",,,Medium,5,Yes,Public Documentation,"The question asks for a documented fact, service capability, availability, or definition that can be answered using official public documentation.",0,Public Documentation
EPK-0825,IBM,cloud.ibm.com,https://cloud.ibm.com/docs/wanclouds-vpc-plus?topic=wanclouds-vpc-plus-wanclouds-vpc-plus-faqs#my-faq-migration-taking-too-long,https://cloud.ibm.com/docs/wanclouds-vpc-plus?topic=wanclouds-vpc-plus-wanclouds-vpc-plus-faqs,Why is my migration process taking so long?,"Migration can take a significant amount of time depending on the number of instances you are migrating, the size of your images, network performance, and the source location (data center) and the destination region (MZR). Wait until the process is complete and keep the VPC+ Cloud Migration tab open. When the migration process is complete, you will see a success message.","Migration can take a significant amount of time depending on the number of instances you are migrating, the size of your images, network performance, and the source location (data center) and the destination region (MZR). Wait until the process is complete and keep the VPC+ Cloud Migration tab open.",https://cloud.ibm.com/docs/faqs,Migration Guide,Networking,IBM Cloud,Migration Assessment,Hybrid connectivity and network foundation,Assess business rationale,Architecture,Low,8,1,FAQ,,"migration, networking, ai, data",,,High,5,Partially,Public Documentation | Architecture Blueprint | Methodology | SME,"Public documentation gives reusable service guidance, but a complete presales answer needs client-specific current-state, target architecture, delivery assumptions, risks and operating model.",1,Public Documentation | Architecture Blueprint | Methodology | SME
EPK-0826,IBM,cloud.ibm.com,https://cloud.ibm.com/docs/infrastructure-hub?topic=infrastructure-hub-faqs-vmware#vmware-does-migration-support-auto-provisioning,https://cloud.ibm.com/docs/infrastructure-hub?topic=infrastructure-hub-faqs-vmware,Does the migration solution support auto-provisioning of the target server?,"Yes. With the RMM Auto-Provision feature, you can auto-provision the target server. For more information, see ""Bare metal to virtual server migration on a private network that uses RMM"": option 2 of Step 1: Set up and provision VPC and virtual server instance .","Yes. With the RMM Auto-Provision feature, you can auto-provision the target server. For more information, see ""Bare metal to virtual server migration on a private network that uses RMM"": option 2 of Step 1: Set up and provision VPC and virtual server instance .",https://cloud.ibm.com/docs/infrastructure-hub?topic=infrastructure-hub-migrating-images-vmware-vpc-classic | https://cloud.ibm.com/docs/infrastructure-hub?topic=infrastructure-hub-migrating-images-vmware-vpc,Migration Guide,Networking,IBM Cloud,Migration Assessment,Hybrid connectivity and network foundation,Request presales guidance,Architecture,Low,10,1,FAQ,,"migration, networking",,,High,5,Yes,Public Documentation,"The question asks for a documented fact, service capability, availability, or definition that can be answered using official public documentation.",0,Public Documentation
EPK-0827,Google Cloud,cloud.google.com,https://cloud.google.com/learn/cloud-migration,https://cloud.google.com/learn/cloud-migration,How does the cloud migration process work?,"Cloud migration is a multi-phase process that includes assessment, planning, migration, and optimization/modernization. A holistic, end-to-end migration program helps organizations lower risk, control costs, and simplify the path to cloud success. Organizations have several options when beginning the cloud migration process. They can try to do it themselves with existing employees; they can partner with the public cloud vendor and utilize its suite of migration tools; and they can employ third-party migration partners to provide technical expertise and support. A thorough checklist can provide a roadmap that organizations can follow to ease the migration to the cloud. A checklist can include the following items and more.","Cloud migration is a multi-phase process that includes assessment, planning, migration, and optimization/modernization. A holistic, end-to-end migration program helps organizations lower risk, control costs, and simplify the path to cloud success. Organizations have several options when beginning the cloud migration process.",https://cloud.google.com/discover | https://cloud.google.com/solutions/data-center-migration | https://cloud.google.com/learn/what-is-a-virtual-machine | https://console.cloud.google.com/freetrial | https://cloud.google.com/resources/content/cloud-migration-checklist,Migration Guide,Migration / Modernization,Google Cloud,Migration Assessment,Cloud migration and modernization,Determine implementation approach,Commercial / Pricing,High,7,1,Migration Guide,,"migration, cost",,,Medium,5,Partially,Public Documentation | Commercial Model | Pricing Template | SME,"Public documentation explains pricing constructs, but an RFP answer needs sizing, discounts, contractual assumptions and client-specific consumption estimates.",2,Public Documentation | Commercial Model | Pricing Template | SME
